@relation tweeters

@attribute firstperson	numeric
@attribute secondperson	numeric
@attribute thirdperson	numeric
@attribute conjunctions	numeric
@attribute pasttense	numeric
@attribute futuretense	numeric
@attribute commas	numeric
@attribute colonssemis	numeric
@attribute dashes	numeric
@attribute parentheses	numeric
@attribute ellipses	numeric
@attribute commonnouns	numeric
@attribute propernouns	numeric
@attribute averbs	numeric
@attribute wh-words	numeric
@attribute modernslang	numeric
@attribute all-caps	numeric
@attribute avg-sent-len	numeric
@attribute avg-token-len	numeric
@attribute sentencecount	numeric
@attribute class	{britneyspears,bieberpunc,katyperry,ladygaga,rihanna,taylorswift13}

@data
1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 6.333, 4.895, 3, britneyspears
2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 2, 6.000, 4.500, 3, britneyspears
0, 3, 0, 2, 1, 0, 0, 3, 0, 0, 0, 14, 2, 1, 0, 3, 6, 11.333, 3.471, 3, britneyspears
2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 2, 8.000, 3.958, 3, britneyspears
2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 5, 3, 2, 0, 1, 3, 9.667, 3.828, 3, britneyspears
1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 6, 0, 1, 0, 1, 1, 9.000, 3.444, 2, britneyspears
2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 0, 0, 0, 6.250, 3.720, 4, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 4, 4.000, 5.125, 2, britneyspears
2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 6, 1, 0, 0, 6, 5.333, 3.094, 6, britneyspears
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 7, 3, 0, 0, 0, 0, 21.000, 4.524, 1, britneyspears
2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 3, 1, 2, 0, 0, 2, 12.000, 3.042, 2, britneyspears
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 1, 0, 0, 1, 7.667, 3.696, 3, britneyspears
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 5.667, 3.588, 3, britneyspears
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 2, 2, 0, 0, 0, 8.000, 3.917, 3, britneyspears
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 7, 7, 1, 0, 0, 2, 6.500, 3.769, 4, britneyspears
0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12, 3, 1, 0, 2, 5, 7.333, 3.727, 3, britneyspears
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2.500, 5.600, 2, britneyspears
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 11, 2, 3, 0, 1, 2, 7.000, 4.107, 4, britneyspears
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 3, 4, 0, 0, 0, 2, 13.000, 3.769, 1, britneyspears
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 1, 6.667, 4.100, 3, britneyspears
1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 0, 3, 8.667, 3.692, 3, britneyspears
1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 5.750, 4.870, 4, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 3.000, 5.833, 2, britneyspears
1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 7, 2, 0, 1, 1, 1, 9.667, 3.931, 3, britneyspears
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 1, 1, 0, 0, 0, 10.500, 4.524, 2, britneyspears
1, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 7, 2, 3, 0, 1, 1, 8.000, 3.562, 4, britneyspears
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 4.500, 4.556, 2, britneyspears
0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 8, 1, 4, 0, 0, 8, 6.500, 3.846, 4, britneyspears
2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 5, 2, 1, 0, 0, 4, 7.500, 3.600, 4, britneyspears
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 3, 0, 1, 2, 14.000, 3.500, 2, britneyspears
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 5, 2, 2, 1, 0, 2, 10.000, 3.500, 2, britneyspears
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 12, 1, 3, 0, 3, 3, 5.500, 4.364, 4, britneyspears
1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 4, 3, 3, 1, 0, 1, 5.250, 3.762, 4, britneyspears
2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 4, 8.000, 3.833, 3, britneyspears
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 0, 4, 27.000, 3.519, 1, britneyspears
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 6.333, 4.632, 3, britneyspears
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 2.667, 4.500, 3, britneyspears
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 5, 0, 0, 0, 3, 3.600, 4.167, 5, britneyspears
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 3, 4, 0, 0, 0, 2, 13.000, 3.385, 1, britneyspears
4, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 1, 4, 14.500, 2.897, 2, britneyspears
1, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 12, 1, 1, 0, 1, 1, 6.200, 3.452, 5, britneyspears
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 1, 4, 1, 0, 1, 8.000, 4.167, 3, britneyspears
4, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 4, 2, 2, 0, 0, 4, 11.333, 3.147, 3, britneyspears
0, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 9, 1, 1, 0, 0, 4, 10.500, 4.762, 2, britneyspears
1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 4, 2, 1, 0, 0, 3, 12.500, 3.120, 2, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 2.000, 5.500, 2, britneyspears
1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 8, 0, 1, 1, 0, 4, 25.000, 3.760, 1, britneyspears
1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 5, 1, 3, 0, 1, 2, 13.000, 3.346, 2, britneyspears
0, 4, 0, 1, 1, 0, 0, 2, 0, 0, 0, 8, 1, 1, 1, 0, 10, 5.400, 3.519, 5, britneyspears
0, 0, 1, 0, 0, 0, 2, 1, 1, 0, 0, 5, 6, 1, 0, 0, 2, 13.000, 3.769, 2, britneyspears
1, 1, 1, 1, 3, 0, 1, 1, 0, 1, 0, 8, 0, 2, 0, 1, 5, 13.000, 4.154, 2, britneyspears
1, 2, 0, 3, 1, 0, 0, 3, 0, 0, 0, 15, 2, 2, 0, 1, 12, 9.000, 3.250, 4, britneyspears
2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 8, 1, 5, 0, 1, 1, 8.667, 4.115, 3, britneyspears
1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 5, 0, 2, 1, 1, 0, 9.000, 4.667, 2, britneyspears
1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 6, 0, 1, 0, 0, 1, 12.500, 3.720, 2, britneyspears
1, 3, 0, 0, 3, 0, 1, 1, 0, 0, 0, 9, 0, 5, 0, 1, 1, 28.000, 3.750, 1, britneyspears
2, 3, 0, 1, 1, 0, 0, 1, 0, 0, 0, 9, 0, 3, 1, 2, 4, 6.600, 3.545, 5, britneyspears
1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 11.500, 4.000, 2, britneyspears
0, 2, 3, 0, 3, 0, 1, 0, 0, 0, 0, 4, 1, 2, 1, 0, 0, 9.667, 3.724, 3, britneyspears
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 3, 5.500, 5.545, 2, britneyspears
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 3, 4, 0, 0, 0, 2, 13.000, 3.923, 1, britneyspears
3, 2, 0, 0, 3, 0, 0, 2, 0, 1, 0, 9, 0, 1, 0, 1, 1, 10.667, 3.469, 3, britneyspears
1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 2, 0, 0, 0, 6.333, 3.895, 3, britneyspears
0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 11.000, 4.364, 1, britneyspears
2, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 7, 1, 2, 0, 0, 2, 7.333, 3.818, 3, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 5.000, 2.400, 1, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 5.500, 3.636, 2, britneyspears
0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 4, 3, 1, 1, 0, 1, 10.500, 3.762, 2, britneyspears
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 4, 0, 0, 1, 0, 0, 5.500, 4.364, 2, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 4, 1, 1, 0, 0, 10.500, 4.381, 2, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 1, 3.333, 3.700, 3, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 5.000, 2.400, 1, britneyspears
1, 4, 0, 0, 1, 0, 1, 2, 0, 1, 0, 5, 1, 3, 0, 1, 2, 10.000, 3.400, 3, britneyspears
